-0.018583,-0.033833,-1.211670
-0.018583,-0.033833,-1.211670
-0.019071,-0.034550,-1.214172
-0.019328,-0.034922,-1.215485
-0.018950,-0.034535,-1.213013
-0.018591,-0.034173,-1.210663
-0.017927,-0.033518,-1.206329
-0.017624,-0.033227,-1.204376
-0.017338,-0.032958,-1.202545
-0.017070,-0.032712,-1.200867
-0.016581,-0.032288,-1.197815
-0.016361,-0.032104,-1.196442
-0.016361,-0.032104,-1.196442
-0.015965,-0.031792,-1.194000
-0.015965,-0.031792,-1.194000
-0.015628,-0.031555,-1.191956
-0.015482,-0.031465,-1.191132
-0.015349,-0.031393,-1.190369
-0.015228,-0.031340,-1.189697
-0.015018,-0.031265,-1.188599
-0.014931,-0.031252,-1.188202
-0.014854,-0.031253,-1.187836
-0.014789,-0.031267,-1.187561
-0.014735,-0.031298,-1.187378
-0.014661,-0.031410,-1.187286
-0.014640,-0.031491,-1.187347
-0.014629,-0.031580,-1.187469
-0.014635,-0.031803,-1.187927
-0.014652,-0.031935,-1.188232
-0.014679,-0.032082,-1.188599
-0.014716,-0.032241,-1.189026
-0.014818,-0.032596,-1.190186
-0.014883,-0.032791,-1.190857
-0.014883,-0.032791,-1.190857
-0.014951,-0.032990,-1.191559
-0.015027,-0.033201,-1.192322
-0.015205,-0.033652,-1.193970
-0.015205,-0.033652,-1.193970
-0.015544,-0.034411,-1.196808
-0.015544,-0.034411,-1.196808
-0.015676,-0.034688,-1.197845
-0.015965,-0.035265,-1.200043
-0.016119,-0.035566,-1.201202
-0.016280,-0.035879,-1.202423
-0.016280,-0.035879,-1.202423
-0.016450,-0.036202,-1.203644
-0.016627,-0.036533,-1.204895
-0.016549,-0.036456,-1.203186
-0.016296,-0.036060,-1.200195
-0.016296,-0.036060,-1.200195
-0.015592,-0.034972,-1.189728
-0.015375,-0.034640,-1.185699
-0.015165,-0.034320,-1.181427
-0.015165,-0.034320,-1.181427
-0.014763,-0.033715,-1.172028
-0.014763,-0.033715,-1.172028
-0.014186,-0.032865,-1.156006
-0.014186,-0.032865,-1.156006
-0.013996,-0.032584,-1.150146
-0.013808,-0.032308,-1.144043
-0.013433,-0.031760,-1.131104
-0.013248,-0.031487,-1.124298
-0.013066,-0.031211,-1.117218
-0.012886,-0.030931,-1.109985
-0.012886,-0.030931,-1.109985
-0.012524,-0.030349,-1.094849
-0.012342,-0.030047,-1.086945
-0.012160,-0.029738,-1.078857
-0.012160,-0.029738,-1.078857
-0.011799,-0.029104,-1.062134
-0.011621,-0.028778,-1.053497
-0.011446,-0.028447,-1.044678
-0.011525,-0.028350,-1.020844
-0.011525,-0.028350,-1.020844
-0.011174,-0.027615,-1.001587
-0.011007,-0.027245,-0.991730
