-0.021389,0.027703,-0.128522
-0.021285,0.027651,-0.128553
-0.021254,0.027660,-0.128545
-0.021267,0.027586,-0.128545
-0.021279,0.027419,-0.128508
-0.021299,0.027357,-0.128489
-0.021299,0.027357,-0.128489
-0.021349,0.027287,-0.128484
-0.021295,0.027047,-0.128459
-0.021254,0.026944,-0.128459
-0.021254,0.026944,-0.128459
-0.021260,0.026842,-0.128463
-0.021259,0.026720,-0.128465
-0.021334,0.026404,-0.128460
-0.021343,0.026309,-0.128438
-0.021466,0.026250,-0.128423
-0.021496,0.026143,-0.128391
-0.021504,0.026009,-0.128356
-0.021438,0.025897,-0.128354
-0.021420,0.025855,-0.128337
-0.021420,0.025855,-0.128337
-0.021363,0.025680,-0.128309
-0.021395,0.025563,-0.128308
-0.021395,0.025563,-0.128308
-0.021395,0.025563,-0.128308
-0.021419,0.025467,-0.128293
-0.021419,0.025467,-0.128293
-0.021409,0.025506,-0.128297
-0.021505,0.025504,-0.128304
-0.021523,0.025453,-0.128304
-0.021523,0.025453,-0.128304
-0.021530,0.025465,-0.128292
-0.021530,0.025465,-0.128292
-0.021530,0.025465,-0.128292
-0.021528,0.025489,-0.128281
-0.021539,0.025542,-0.128264
-0.021539,0.025542,-0.128264
-0.021584,0.025528,-0.128276
-0.021584,0.025528,-0.128276
-0.021530,0.025439,-0.128278
-0.021449,0.025409,-0.128281
-0.021433,0.025466,-0.128268
-0.021463,0.025498,-0.128265
-0.021463,0.025498,-0.128265
-0.021463,0.025498,-0.128265
-0.021641,0.025520,-0.128285
-0.021641,0.025520,-0.128285
-0.021667,0.025512,-0.128283
-0.021652,0.025462,-0.128266
-0.021510,0.025345,-0.128212
-0.021241,0.025136,-0.128121
-0.020775,0.024948,-0.127979
-0.019100,0.023951,-0.127634
-0.017864,0.023142,-0.127390
-0.017864,0.023142,-0.127390
-0.016396,0.022252,-0.127103
-0.014741,0.021105,-0.126787
-0.012816,0.019828,-0.126447
-0.010724,0.018413,-0.126043
-0.003415,0.013078,-0.124568
-0.003415,0.013078,-0.124568
-0.000712,0.011095,-0.123972
0.002040,0.009017,-0.123345
0.007587,0.004562,-0.121990
0.010496,0.002248,-0.121263
0.015893,-0.002563,-0.119709
0.018300,-0.005025,-0.118852
0.020657,-0.007536,-0.117953
0.022844,-0.010048,-0.117014
0.024630,-0.012452,-0.116057
